b3_opp_dak_schuin_values
106.63
114.25
913.16
75.38
61.39
84.75
70.72
29.73
23.05
58.5
79.95
0.0
38.95
70.12
84.49
51.67
45.1
0.0
84.24
110.63
50.33
48.06
0.0
33.49
12.78
0.0
0.0
0.0
92.75
140.76
77.88
25.96
85.75
0.0
34.82
74.15
38.11
28.46
136.26
0.0
42.64
42.29
12.58
64.55
79.35
0.0
37.9
99.89
26.79
70.56
96.04
179.22
136.77
0.0
80.49
150.01
59.54
154.9
11.18
51.12
0.0
46.07
0.0
0.0
20.64
0.0
0.0
18.43
0.0
57.65
39.29
0.0
216.19
222.18
186.45
18.3
37.86
109.88
161.06
25.5
47.29
38.51
53.19
185.95
88.42
0.0
246.36
49.28
93.3
213.77
123.83
81.82
119.1
111.8
55.16
0.0
212.81
35.82
87.57
141.25
34.09
13.81
76.73
56.22
78.9
118.24
152.17
23.45
31.35
77.56
12.36
154.14
0.0
15.37
25.24
107.48
38.51
87.86
67.24
17.09
242.59
179.85
103.52
56.34
36.43
260.17
46.07
20.54
92.08
66.24
71.59
0.0
93.73
125.59
388.75
41.31
171.03
75.79
181.48
68.11
68.76
71.84
69.91
70.3
69.28
145.67
167.08
196.64
78.93
0.0
0.0
74.96
71.58
71.53
70.22
76.93
76.95
75.66
0.0
0.0
0.0
0.0
0.0
0.0
75.68
71.9
71.85
71.74
69.95
75.52
75.44
53.42
73.81
74.19
74.53
72.71
78.6
78.6
78.7
76.69
640.75
386.76
0.0
0.0
0.0
0.0
72.21
71.54
69.81
0.0
0.0
0.0
0.0
0.0
0.0
58.15
57.65
59.91
0.0
0.0
55.56
55.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
72.31
72.65
72.57
74.25
71.04
72.69
72.66
72.53
74.28
71.07
58.24
0.0
0.0
7.63
35.05
0.0
0.0
8.33
0.0
0.0
0.0
0.0
60.47
34.72
114.12
83.37
220.3
99.09
168.22
161.99
111.29
229.5
148.29
56.97
33.62
145.32
169.01
277.67
82.36
235.13
75.92
9.46
59.91
79.2
160.39
0.0
84.88
821.85
321.8
0.0
522.45
77.62
78.63
108.98
128.98
71.1
55.68
103.04
207.68
99.33
103.99
152.05
138.23
91.21
134.58
131.83
93.68
58.98
53.9
55.47
61.91
65.54
66.1
60.45
68.42
78.78
58.51
66.03
0.0
0.0
58.3
52.44
60.07
56.29
191.94
104.24
72.8
56.3
122.22
97.63
203.75
0.0
58.11
0.0
0.0
76.58
0.0
55.74
57.67
80.21
78.29
115.5
72.55
0.0
74.51
73.61
72.66
62.65
0.0
143.07
90.76
50.96
60.84
103.24
69.84
7.72
0.0
68.77
0.0
55.92
0.0
0.0
0.0
53.91
0.0
79.99
0.0
75.84
0.0
0.0
0.0
75.32
72.82
0.0
0.0
0.0
0.0
0.0
0.0
152.79
59.73
73.65
60.33
54.74
73.56
69.22
56.0
107.57
73.91
105.39
104.74
170.44
105.32
109.42
1245.01
95.0
44.44
444.12
77.12
253.17
313.18
194.25
177.25
100.57
87.91
140.85
165.47
0.0
0.0
352.89
90.75
68.01
85.31
367.99
361.96
150.43
125.19
207.22
99.46
32.21
136.25
274.23
272.8
261.0
233.19
0.0
0.0
129.41
83.79
0.0
208.26
318.77
0.0
59.46
108.25
126.77
132.66
70.2
71.01
317.55
211.98
71.82
0.0
320.33
171.11
208.23
193.35
145.68
121.67
155.12
360.19
3438.39
94.55
43.25
77.45
192.1
221.05
131.74
150.82
165.51
74.74
160.61
133.01
168.07
329.89
262.7
114.6
141.52
98.4
121.55
180.89
276.94
194.77
181.0
115.98
180.04
110.76
7.7
56.6
119.9
169.49
0.0
174.68
213.52
157.36
357.51
141.24
307.74
232.35
524.62
0.0
139.56
175.86
115.71
295.49
126.29
511.96
730.57
237.41
271.54
200.17
325.72
191.92
92.69
209.24
122.04
0.0
223.16
221.42
43.75
203.83
347.47
177.65
106.1
37.55
41.2
70.03
217.36
0.0
72.36
363.4
116.5
45.37
79.52
356.23
202.83
202.98
3570.11
130.79
109.56
310.1
209.4
105.77
24.39
147.31
203.56
0.0
238.04
196.29
0.0
88.06
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
190.18
0.0
0.0
0.0
0.0
0.0
0.0
41.9
43.99
99.34
39.5
40.44
36.71
38.34
38.55
40.45
41.41
38.6
38.39
39.67
100.21
39.84
20.45
39.17
82.13
192.64
0.0
335.77
34.92
74.83
184.03
227.98
126.9
65.15
31.07
201.38
437.66
0.0
0.0
100.9
88.36
29.5
52.16
9.28
38.75
23.77
10.57
45.35
49.43
25.93
86.26
17.77
16.3
15.04
0.0
0.0
19.63
10.06
0.0
5.12
0.0
146.32
26.38
8.67
0.0
9.27
6.85
40.36
0.0
18.56
0.0
0.0
21.47
5.45
6.1
25.05
13.5
82.82
73.04
242.15
0.0
237.1
38.53
41.82
19.87
25.25
72.13
69.45
69.47
67.51
48.88
68.02
99.99
118.72
92.41
0.0
101.65
14.62
56.55
16.11
0.0
60.22
39.78
95.24
0.0
7.28
19.73
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
24.03
0.0
55.51
126.72
0.0
114.48
71.69
0.0
0.0
0.0
135.91
30.4
0.0
0.0
0.0
22.95
49.38
0.0
0.0
236.2
43.3
0.0
0.0
42.37
79.64
39.95
80.84
16.56
48.74
73.91
45.97
0.0
0.0
41.84
118.53
15.83
13.56
11.89
0.0
58.79
73.17
0.0
0.0
45.8
0.0
56.44
0.0
40.96
0.0
0.0
36.35
27.69
91.62
70.52
41.42
17.75
80.6
0.0
24.39
11.9
17.51
113.81
35.21
39.93
95.81
88.65
307.74
51.23
51.77
179.24
206.06
76.17
57.37
0.0
45.89
30.53
14.23
55.66
46.87
10.52
97.91
67.24
71.03
50.58
43.03
16.1
35.51
88.45
174.45
20.94
38.22
13.56
125.99
27.66
37.14
140.51
42.54
104.94
37.4
95.68
0.0
82.58
49.02
86.93
40.6
56.34
21.03
37.8
17.16
53.67
28.92
193.5
260.74
39.3
20.87
65.07
0.0
64.81
19.9
129.33
33.88
0.0
0.0
58.17
40.32
38.24
0.0
39.45
11.74
22.1
50.85
63.87
42.43
0.0
0.0
37.8
37.5
90.92
43.83
25.89
25.95
49.14
82.93
32.73
0.0
42.24
28.05
10.07
19.68
115.33
19.23
48.86
35.72
0.0
32.57
54.35
16.16
23.34
0.0
0.0
40.64
48.85
36.48
18.94
71.13
0.0
72.57
0.0
19.57
38.19
90.22
219.75
36.02
21.16
41.53
29.69
91.66
47.13
20.59
39.5
85.19
118.09
27.22
55.36
55.25
32.17
104.89
86.93
76.09
94.34
33.53
22.15
19.56
135.56
57.26
12.19
73.73
122.58
25.18
25.44
46.51
11.7
18.47
36.29
79.13
48.5
0.0
0.0
0.0
64.6
56.85
0.0
53.55
12.36
119.52
75.33
0.0
0.0
0.0
0.01
8.82
61.89
76.34
16.46
22.76
18.39
76.48
63.63
51.71
63.66
39.52
41.46
58.93
82.16
48.84
99.61
44.2
31.14
0.0
50.12
0.0
0.0
77.14
16.67
0.0
12.44
38.3
33.26
25.03
41.03
56.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
39.84
35.11
0.0
48.15
109.34
76.31
0.0
34.28
59.65
26.16
183.02
37.68
0.0
0.0
0.0
0.0
79.25
47.49
77.12
38.84
116.29
0.0
0.0
72.22
41.73
0.0
0.0
0.0
55.54
0.0
7.22
39.58
1.59
15.24
11.55
26.88
26.46
18.08
21.61
68.06
0.0
27.09
58.11
22.14
32.03
62.96
63.44
56.71
23.32
0.0
29.19
23.5
23.92
37.51
51.97
25.58
0.0
37.33
34.93
19.08
21.03
27.01
73.84
44.25
0.0
19.84
21.3
0.0
18.6
0.0
66.25
63.84
86.09
54.48
39.79
0.0
44.44
84.79
74.44
40.93
57.13
58.73
57.53
83.25
44.86
118.43
0.0
0.0
33.65
51.81
0.0
0.0
0.0
0.0
24.59
75.11
0.0
61.81
124.77
0.0
69.35
62.29
48.17
31.75
25.69
78.39
0.0
35.88
41.35
54.66
0.0
37.35
42.31
0.0
95.86
0.0
0.0
0.0
26.93
43.3
38.59
59.55
51.82
76.13
47.46
69.98
22.5
32.43
41.64
17.82
31.32
0.0
18.04
0.0
0.0
0.0
33.14
33.71
0.0
0.0
0.0
18.06
82.58
0.0
90.71
0.0
86.34
46.05
23.82
19.7
0.0
35.05
25.34
0.0
12.96
12.43
17.08
25.94
0.0
13.74
20.27
16.33
0.0
46.27
0.0
80.67
0.0
74.98
45.39
4.82
0.0
0.0
0.0
26.5
0.0
0.0
0.0
0.0
0.0
51.04
0.0
84.09
16.25
37.81
8.14
37.02
0.0
0.0
0.0
0.0
0.0
0.0
36.11
0.0
0.0
70.7
25.4
0.0
44.74
20.53
23.03
24.48
0.0
0.0
47.93
0.0
0.0
0.0
29.9
0.0
0.0
38.44
17.48
26.11
7.4
18.6
45.77
33.51
103.1
79.69
45.24
20.94
41.63
0.0
0.0
0.0
40.93
33.97
55.11
44.21
26.46
48.71
98.04
0.0
0.0
0.0
0.0
24.38
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.13
0.0
0.0
0.0
0.0
0.0
0.0
37.58
11.69
40.05
0.0
0.0
0.0
34.24
21.6
57.52
0.0
54.79
