b3_opp_dak_schuin_values
42.74
48.14
209.19
20.46
287.46
117.6
24.83
47.5
88.78
114.39
68.36
347.51
212.33
77.8
33.94
29.92
10
90.37
65.1
133.55
76.48
10
112.64
149.39
180.18
10
154.24
266.84
414.02
68.68
24.49
181.48
148.43
54.26
171.49
56.72
139.5
48.6
108.33
64.92
100.42
106.01
73.66
211.04
53.25
100.35
134.82
79.87
63.96
132.26
11.05
49.58
57.94
27.71
17.81
183.12
10
74.96
86.64
10
157.03
219.19
124.68
108.24
68.36
78.36
153.76
242.64
52.22
216.88
200.67
108.35
85.54
143.17
176.44
10.69
162.84
69.7
209.8
57.92
23
60.23
143.55
14.79
41.47
121.76
203.16
33.86
30.7
62.19
50.42
15.1
97.4
10.59
25.36
10
93.93
93.72
104.17
216.86
212.46
42.49
12.64
11.41
112.12
14.44
51.95
10
205.75
36.56
26.66
65.14
67.32
10
239.86
10
159.3
204.69
112.14
64.82
120.7
38.51
213.38
267.36
42.04
61.72
138.26
77.54
268.92
115.1
267.35
21.15
61.95
139.79
111.71
10
140.73
51.2
59.38
77.35
25.27
55.06
375.26
222.6
171.57
14.79
77.07
10
61.05
14.06
62.77
96.88
74.07
12.38
10
78.37
49.92
339.9
118.18
82.27
65.67
59.41
72.49
62.65
32.19
252.2
43.74
20.65
10
101.58
58.99
26.78
343.28
145.98
10
10
95.97
20.09
103.11
77.51
12.9
61.45
323.67
45.9
44.29
61.4
376.13
78.17
99.68
157.58
103.92
21.06
145.46
51.45
18.43
64.44
145.73
14.44
119
58.03
50.75
37.95
1079.53
10.85
58.06
130.82
10
54.08
95.62
153.25
10
104.5
146.68
27.2
98.32
206.65
37.48
50.69
29.98
46.15
28.03
16.47
104.58
92.93
94.45
12.16
349.12
205.01
220.41
27.33
507.91
64.77
258.28
62.47
51.33
28.63
87.05
125.83
10
68.86
27.96
92.57
72.8
210.47
49.11
15.31
150.73
42.34
166.93
108.8
21.34
13.05
22.53
61.06
12.72
10
67.45
111.37
39.91
292.81
41.38
152.19
72.64
66.51
151.08
227.23
71.19
55.03
71.51
10
236.36
124.94
66.16
38.55
54.7
66.74
39.92
45.74
170.15
19.39
26.12
72.26
31.06
60.45
96.2
188.51
201.98
54.27
38.13
101.62
42.01
19.32
90.36
71.29
79.39
156.48
68.61
66.18
94.43
19.26
149.03
29.91
963.64
35.96
88.48
137.47
132.51
148.71
234.99
15.83
65.58
102.79
92.25
93.06
85.52
72.3
49.18
55.72
273.47
98.98
75.12
158.03
51.63
65.67
110.59
60.56
65.64
75.55
22.31
163.29
47.37
55.76
57.1
32.98
201.31
18.96
46.3
152.92
22.92
76.38
111.36
106.82
43
79.84
99.65
42.64
64.42
257.46
1329.39
12.34
36.01
82.77
115.77
73.55
17.96
23.74
164.62
10
73.22
12.06
50.6
22.42
110.34
60.49
106.21
196.94
97.29
68.06
70.09
166.76
102.89
85.43
185.34
22.74
43.36
165.33
23.85
78.39
10
48.7
293.79
98.76
199.98
92.59
45.21
60.99
101.7
62.68
121.77
58.26
119.5
140.17
93.39
10
66.57
14.94
10
68.47
64.15
57.94
41.18
27.74
117.44
25.28
10
107.78
66.9
22.86
89.03
142.82
128.65
45.6
441
53.86
256.47
99.16
82.74
54.78
538.17
10
25.01
141.82
18.06
128.17
58.18
405.49
95.84
404.27
17.04
102.71
160.61
22.43
14.27
19.61
59.11
52.84
81.91
103.96
31.38
81.95
73.19
97.91
170.17
10
94.45
122.57
70.97
66.34
39.09
128.71
321.22
55.25
10
70.56
71.69
120.1
59.19
56.81
23.79
10
125.63
10
70.19
10
38.65
92.25
69.25
10
81.91
77.82
31.51
26.37
140.54
10
78.11
333.87
227.3
102.68
62.27
80.2
10
138.03
43.99
192.5
152.13
57.38
46.53
149.94
15.47
114.62
55.8
82.09
65.7
174.1
49.55
303.18
25.14
14
59.71
80.2
10.63
22.36
83.51
54.81
151.73
11.36
28.16
18.28
71.84
679.49
74.98
96.57
208.49
12.54
88.73
79.28
49.9
210.59
11.34
21.56
148.68
65.75
81.63
89.17
59.34
135.75
10
158.34
38.76
199.9
86.53
59.91
81.15
52.69
66.71
10.71
54.73
129.84
135.09
74.66
220.08
26.53
134.63
184.19
10
248.22
99.44
83.77
80
138.52
182.26
127.52
25.9
231.36
118.92
225.4
140.26
73.67
35.28
93.63
26.55
28.21
14.2
80.15
140.6
44.22
183.66
110.63
22.3
69.61
10.27
82.08
154.6
100.67
58.88
10.81
98.24
96.6
82.54
10.69
35.9
81.04
2236.7
29.9
97.16
68.49
115.3
53.17
28.06
66.75
141.03
18.37
92.77
10
15
31.22
57.42
258.38
305.19
11.61
189.74
137.44
78.29
133.94
40.96
69.14
61.93
539.46
15.62
35.35
157.7
54.21
79.71
11.16
114.55
115.99
10.42
1086.71
206.4
24.18
159.63
185.78
239.31
136.16
62.19
54.27
51.18
257.7
31.05
419.34
64.59
137.24
10.57
112.67
78.94
124.11
212.3
12.17
51.36
63.31
10
153.56
96.68
88.23
387.03
66.02
892.5
62.08
10
209.05
10
371.4
178.31
144.95
57.4
13.89
20.01
170.34
23.3
282.67
145.5
74.3
97.73
115.71
207.44
129.16
115.34
223.76
50.65
93.57
222.26
111.55
72.01
242.15
45.14
490.78
83.38
73.11
96.92
102.75
51.29
107.6
123.08
10.77
108.96
183.53
70.57
62.59
277.5
10
45.22
41.38
37.43
119.4
57.66
17.91
33.08
10
247.77
34
111.3
10
84.71
11.04
121.63
87.4
59.66
10
90.15
10
10
283.8
44.83
55.17
79.91
25.77
46.29
54.05
42.85
62.05
142.92
44.18
61.73
123.16
637.97
178.5
60.54
55.5
142.84
10
253.81
53.81
90.7
116.97
74.18
51.51
84.64
97.23
165.65
221.06
203.09
10
25.93
43.49
128.18
32.76
143.83
59.32
294.96
14.02
64.64
167.39
59.17
21.32
212.48
91.26
71.58
19.95
80.89
162.87
51.29
90.86
67.98
123.01
160.61
151.51
40.01
66.79
107.52
62.28
13.44
127.39
58.99
47.45
86.15
35.95
37.85
48.72
76.65
19.75
64.83
122.33
511.33
69.75
152.94
67.97
41.74
108.82
63.13
10
50.16
32.87
161.81
4237.85
60.03
100.56
41.79
144.23
10.6
30.04
66.18
33.85
10.21
98.44
67.79
36.36
28.75
26.17
173.31
50.83
55.09
218.28
10
253.86
218.9
10.94
61.35
12.58
122.13
63.81
21.03
64.39
199.04
72.92
25
10
216.71
25.1
58.12
99.98
87.99
117.33
64.92
64.9
58.61
98.35
55.71
88.9
118.83
15.08
50.66
31.39
10.24
108.42
408.25
66.31
92.01
30.38
118.6
51.93
11.19
28.01
15.21
10
253.99
205.88
64.77
81.06
38.42
89.57
70.75
133.53
342.91
68.25
13.44
140.79
107.61
110.32
33.34
301.61
63.24
231.2
94.38
54.82
32.01
143.05
54.6
91.42
195.52
165.39
152.74
